address,geo_lat,geo_lon
"Тюменская обл, г Тобольск",58.2017299,68.2538558
г Тюмень,57.1529744,65.5344099
"Тюменская обл, г Ялуторовск",56.6547289,66.3122992
"Респ Удмуртская, г Воткинск",57.0518149,53.9873096
"Респ Удмуртская, г Глазов",58.1359233,52.6635038
г Ижевск,56.852738,53.2114896
"Респ Удмуртская, г Камбарка",56.2659916,54.193374
"Респ Удмуртская, г Можга",56.4427774,52.2137886
"Респ Удмуртская, г Сарапул",56.4615767,53.8037657
"Ульяновская обл, Барышский р-н, г Барыш",53.6533992,47.1181134
"Ульяновская обл, г Димитровград",54.2167926,49.6262585
"Ульяновская обл, г Инза",53.8549647,46.3533459
"Ульяновская обл, г Новоульяновск",54.1447956,48.3910789
"Ульяновская обл, г Сенгилей",53.958964,48.7768269
г Ульяновск,54.3079415,48.3748487
"Хабаровский край, г Амурск",50.2344147,136.8792444
"Хабаровский край, г Бикин",46.8185743,134.2550718
"Хабаровский край, г Вяземский",47.5353379,134.7553856
"Хабаровский край, г Комсомольск-на-Амуре",50.5498936,137.0079408
"Хабаровский край, г Николаевск-на-Амуре",53.1460657,140.7111367
"Хабаровский край, г Советская Гавань",48.9664966,140.285174
г Хабаровск,48.4647258,135.0598942
"Респ Хакасия, г Абаза",52.6516647,90.0885686
г Абакан,53.7223325,91.4436721
"Респ Хакасия, г Саяногорск",53.1008083,91.4122454
"Респ Хакасия, г Сорск",54.0002888,90.2594446
"Респ Хакасия, г Черногорск",53.8259342,91.3260229
"Ханты-Мансийский Автономный округ - Югра АО, г Белоярский",63.7121099,66.6772226
"Ханты-Мансийский Автономный округ - Югра АО, г Когалым",62.2639527,74.4829794
"Ханты-Мансийский Автономный округ - Югра АО, г Лангепас",61.2536939,75.1807763
"Ханты-Мансийский Автономный округ - Югра АО, Сургутский р-н, г Лянтор",61.6392863,72.179409
"Ханты-Мансийский Автономный округ - Югра АО, г Мегион",61.0318712,76.1025878
"Ханты-Мансийский Автономный округ - Югра АО, г Нефтеюганск",61.0882676,72.6164079
"Ханты-Мансийский Автономный округ - Югра АО, г Нижневартовск",60.9396698,76.5696184
"Ханты-Мансийский Автономный округ - Югра АО, г Нягань",62.1454701,65.3946047
"Ханты-Мансийский Автономный округ - Югра АО, г Покачи",61.7422169,75.5941517
"Ханты-Мансийский Автономный округ - Югра АО, г Пыть-Ях",60.7585833,72.8365617
"Ханты-Мансийский Автономный округ - Югра АО, г Радужный",62.1342888,77.4584094
"Ханты-Мансийский Автономный округ - Югра АО, г Советский",61.3706913,63.5667222
"Ханты-Мансийский Автономный округ - Югра АО, г Сургут",61.2541083,73.3961587
"Ханты-Мансийский Автономный округ - Югра АО, г Урай",60.1296954,64.8038508
г Ханты-Мансийск,61.0023984,69.0184798
"Ханты-Мансийский Автономный округ - Югра АО, г Югорск",61.3123568,63.3365484
"Челябинская обл, г Аша",54.9906527,57.2783953
"Челябинская обл, Саткинский р-н, г Бакал",54.9406399,58.8051698
"Челябинская обл, г Верхнеуральск",53.8760961,59.2169852
"Челябинская обл, г Верхний Уфалей",56.0487158,60.2318886
"Челябинская обл, г Еманжелинск",54.7554548,61.3243477
"Челябинская обл, г Златоуст",55.1714905,59.6725549
"Челябинская обл, г Карабаш",55.4852323,60.2358881
"Челябинская обл, г Карталы",53.0536197,60.6478408
"Челябинская обл, г Касли",55.8868784,60.7421663
"Челябинская обл, г Катав-Ивановск",54.7521438,58.1983648
"Челябинская обл, г Копейск",55.116665,61.6179185
"Челябинская обл, г Коркино",54.8903147,61.4034576
"Челябинская обл, г Куса",55.3386053,59.4385778
"Челябинская обл, г Кыштым",55.7061276,60.5563781
"Челябинская обл, г Магнитогорск",53.4072153,58.9791437
"Челябинская обл, г Миасс",55.0456457,60.1077572
"Челябинская обл, Ашинский р-н, г Миньяр",55.0709557,57.548478
"Челябинская обл, г Нязепетровск",56.0536895,59.6097202
"Челябинская обл, г Озерск",55.763154,60.7076198
"Челябинская обл, г Пласт",54.3692764,60.8151894
"Челябинская обл, г Сатка",55.0405288,59.0288975
"Челябинская обл, Ашинский р-н, г Сим",54.9907827,57.6900155
"Челябинская обл, г Снежинск",56.0851495,60.7324914
"Челябинская обл, г Трехгорный",54.8178249,58.4464194
"Челябинская обл, г Троицк",54.0843745,61.5586831
"Челябинская обл, г Усть-Катав",54.9260812,58.152805
"Челябинская обл, г Чебаркуль",54.9818567,60.3773121
г Челябинск,55.1602624,61.4008078
"Челябинская обл, г Южноуральск",54.448927,61.2581158
"Челябинская обл, Катав-Ивановский р-н, г Юрюзань",54.854662,58.4226698
"Респ Чеченская, г Аргун",43.2916774,45.8723105
г Грозный,43.3180145,45.698291
"Респ Чеченская, г Гудермес",43.3519142,46.1035645
"Респ Чеченская, г Курчалой",43.2046547,46.0889364
"Респ Чеченская, г Урус-Мартан",43.120175,45.539276
"Респ Чеченская, г Шали",43.1488691,45.9009629
"Чувашская Республика - Чувашия, г Алатырь",54.8397989,46.5721997
"Чувашская Республика - Чувашия, г Канаш",55.507,47.4918273
"Чувашская Республика - Чувашия, г Козловка",55.8406025,48.2577735
"Чувашская Республика - Чувашия, г Мариинский Посад",56.111923,47.7142942
"Чувашская Республика - Чувашия, г Новочебоксарск",56.1094977,47.4791113
"Чувашская Республика - Чувашия, г Цивильск",55.8650213,47.4729349
г Чебоксары,56.1438298,47.2489782
"Чувашская Республика - Чувашия, г Шумерля",55.4962415,46.4182681
"Чувашская Республика - Чувашия, г Ядрин",55.9406974,46.2020896
г Анадырь,64.7313924,177.5015421
"Чукотский АО, г Билибино",68.0584191,166.4388172
"Чукотский АО, г Певек",69.7016661,170.2999022
"Респ Саха /Якутия/, г Алдан",58.6094283,125.3817188
"Респ Саха /Якутия/, у Верхоянский, г Верхоянск",67.5502451,133.390735
"Респ Саха /Якутия/, г Вилюйск",63.7517616,121.627284
"Респ Саха /Якутия/, г Ленск",60.7276196,114.9548255
"Респ Саха /Якутия/, г Мирный",62.536232,113.9667728
"Респ Саха /Якутия/, г Нерюнгри",56.6599953,124.7202403
"Респ Саха /Якутия/, г Нюрба",63.2828955,118.3242437
"Респ Саха /Якутия/, г Олекминск",60.3758006,120.4060878
"Респ Саха /Якутия/, г Покровск",61.4843503,129.1482392
"Респ Саха /Якутия/, г Среднеколымск",67.4582218,153.7069425
"Респ Саха /Якутия/, у Алданский, г Томмот",58.9586859,126.2875462
"Респ Саха /Якутия/, у Мирнинский, г Удачный",66.4071765,112.3061555
г Якутск,62.0281405,129.7325887
"Ямало-Ненецкий АО, г Губкинский",64.4457594,76.4713274
"Ямало-Ненецкий АО, г Лабытнанги",66.6592841,66.3883009
"Ямало-Ненецкий АО, г Муравленко",63.7940552,74.4948635
"Ямало-Ненецкий АО, г Надым",65.5377966,72.5182736
"Ямало-Ненецкий АО, г Новый Уренгой",66.0839433,76.6809681
"Ямало-Ненецкий АО, г Ноябрьск",63.2018039,75.4510581
г Салехард,66.5492077,66.6085318
"Ямало-Ненецкий АО, г Тарко-Сале",64.9118803,77.7610236
"Ярославская обл, г Гаврилов-Ям",57.3091058,39.8546444
"Ярославская обл, г Данилов",58.1860098,40.1795067
"Ярославская обл, г Любим",58.3620228,40.686841
"Ярославская обл, г Мышкин",57.7881684,38.4544224
"Ярославская обл, г Переславль-Залесский",56.7360544,38.8543617
"Ярославская обл, г Пошехонье",58.5062879,39.1208434
"Ярославская обл, г Ростов",57.2051315,39.4378622
"Ярославская обл, г Рыбинск",58.0485495,38.8584119
"Ярославская обл, г Тутаев",57.8674993,39.5369627
"Ярославская обл, г Углич",57.5224249,38.3020044
г Ярославль,57.6215477,39.8977411
